dt,x,y,position,velocity,acceleration,jerk,heading
0.050000,2.069102,0.915104,2.547665,1.225295,-1.403502,5.024838,1.335805
0.050000,2.081571,0.972073,2.605983,1.166361,-1.178691,4.496202,1.373104
0.050000,2.091776,1.026941,2.661792,1.116176,-1.003694,3.499953,1.399148
0.050000,2.100466,1.079840,2.715399,1.072153,-0.880457,2.464738,1.415321
0.050000,2.108238,1.130848,2.766996,1.031929,-0.804481,1.519527,1.422477
0.050000,2.115578,1.179971,2.816664,0.993370,-0.771191,0.665798,1.420991
0.050000,2.122905,1.227128,2.864387,0.954457,-0.778240,-0.140988,1.410786
0.050000,2.130578,1.272136,2.910044,0.913149,-0.826164,-0.958469,1.391324
0.050000,2.138907,1.314690,2.953406,0.867236,-0.918267,-1.842063,1.361577
0.050000,2.148138,1.354343,2.994119,0.814257,-1.059578,-2.826223,1.319962
0.050000,2.158413,1.390490,3.031698,0.751581,-1.253526,-3.878953,1.264310
0.050000,2.169715,1.422393,3.065544,0.676921,-1.493186,-4.793216,1.191936
0.050000,2.181790,1.449299,3.095035,0.589821,-1.742008,-4.976425,1.100055
0.050000,2.194160,1.470718,3.119770,0.494695,-1.902517,-3.210180,0.986868
0.050000,2.206359,1.486869,3.140010,0.404801,-1.797883,2.092668,0.853542
0.050000,2.218508,1.498939,3.157136,0.342517,-1.245677,11.044129,0.706260
